Start,NegPeak,MidCrossing,PosPeak,End,Duration,ValNegPeak,ValPosPeak,PTP,Slope,Frequency,SigmaPeak,PhaseAtSigmaPeak,ndPAC,Channel,IdxChannel
513.73046875,513.98828125,514.17578125,514.41796875,514.6796875,0.9492,-16.74116077009588,25.420944265070776,42.16210503516666,224.86456018755553,1.0535187526337968,514.24609375,-1.162387055343165,0.3079298600838849,Fp1A2,0
572.76171875,572.98828125,573.828125,574.12109375,574.43359375,1.6719,-16.177822590055747,18.365226836172095,34.54304942622784,41.13032861913641,0.5981218972426581,573.98828125,-0.7700127063094193,0.3378392679454135,Fp1A2,0
750.0078125,750.2421875,750.41796875,750.65625,750.89453125,0.8867,-16.838964432632107,28.150480329585474,44.98944476221758,255.93995242506,1.127777151234916,749.90625,0.5406868434011234,0.23406722614366374,Fp1A2,0
768.7578125,769.16796875,769.43359375,769.640625,769.875,1.1172,-25.75002604135151,17.992802556515038,43.74282859786655,164.67888413314466,0.8950948800572861,769.63671875,-0.3816581446075715,0.2749529662690827,Fp1A2,0
864.1328125,864.5,864.80859375,865.2421875,865.61328125,1.4805,-15.38159099645197,18.607505271491963,33.989096267943935,110.14188157713478,0.6754474839581223,864.67578125,-2.1137685734563214,0.3343307208956034,Fp1A2,0
867.4609375,868.08984375,868.4296875,868.75390625,869.15234375,1.6914,-21.759662146991587,21.675207424151345,43.43486957114293,127.80835184152403,0.5912262031453234,868.6328125,-0.735852685672134,0.5020274141719435,Fp1A2,0
873.03125,873.3203125,873.8046875,874.2265625,874.64453125,1.6133,-15.241202098445488,17.34859670031189,32.58979879875738,67.28216526195072,0.6198475175106923,874.203125,-0.15397545692119752,0.17107853657437233,Fp1A2,0
883.8515625,884.22265625,884.5078125,884.79296875,885.328125,1.4766,-16.629354276284346,15.321223481324349,31.950577757608695,112.04586172531269,0.6772314777190844,883.36328125,-0.18966096866250565,0.4569760711958077,Fp1A2,0
943.23046875,943.47265625,943.67578125,943.87890625,944.16015625,0.9297,-17.48341419310475,15.71365897630403,33.19707316940878,163.43174483401248,1.0756157900397978,942.70703125,2.0368080577701435,0.18122953099254813,Fp1A2,0
945.6015625,945.94140625,946.14453125,946.40234375,946.6796875,1.0781,-46.447291594978836,73.89284650478302,120.34013809976186,592.4437567988276,0.9275577404693441,945.37890625,1.0541131463382534,0.15682932735588878,Fp1A2,0
1014.08203125,1014.2734375,1014.4609375,1014.6640625,1014.8671875,0.7852,-16.487071936554784,16.763198446619867,33.25027038317465,177.33477537693147,1.273560876209883,1014.3671875,-2.390147472827471,0.30443742514219757,Fp1A2,0
1014.8671875,1015.1328125,1015.4140625,1015.6484375,1015.8984375,1.0312,-20.919736565799266,15.22305153408082,36.142788099880086,128.50769102179586,0.9697439875872771,1014.3671875,-2.390147472827471,0.0,Fp1A2,0
1024.60546875,1024.84765625,1025.0625,1025.26953125,1025.51171875,0.9062,-18.23665812919982,17.17307346663128,35.409731595831104,164.81620524605023,1.1035091591260207,1025.8203125,-0.5571804700583012,0.21723903094656952,Fp1A2,0
1040.62890625,1040.87109375,1041.08203125,1041.3046875,1041.5546875,0.9258,-16.89429372187128,17.430082338492596,34.324376060363875,162.72296798987318,1.0801468999783972,1040.84765625,-3.1114684477701617,0.27625488359721556,Fp1A2,0
1078.875,1079.55078125,1079.86328125,1080.17578125,1080.8515625,1.9766,-77.78404076157815,88.50945885063888,166.29349961221703,532.1391987590945,0.5059192552868562,1079.8125,-1.7883691583895693,0.49283186484065994,Fp1A2,0
1102.05859375,1102.3828125,1102.640625,1102.84375,1103.09375,1.0352,-27.374248643301183,17.85922521006074,45.23347385336192,175.45105009788867,0.9659969088098919,1103.20703125,2.5299330874837933,0.15724998393475959,Fp1A2,0
1123.55078125,1123.80859375,1124.02734375,1124.30078125,1124.65625,1.1055,-17.442886014116702,21.51339551513301,38.95628152924971,178.08585841942724,0.9045680687471733,1123.10546875,-2.6825291075984374,0.1499331879059355,Fp1A2,0
1149.31640625,1149.5234375,1149.70703125,1149.9453125,1150.203125,0.8867,-19.296049784986295,28.434779112219523,47.73082889720582,259.98068505712104,1.127777151234916,1148.83203125,-2.1467247810524634,0.44564051002789545,Fp1A2,0
1162.41796875,1162.609375,1162.76953125,1163.0078125,1163.234375,0.8164,-15.14494196796028,28.558945531531577,43.703887499491856,272.88280975292474,1.224889759921607,1162.77734375,-1.5365067612691181,0.15540354755944089,Fp1A2,0
1201.046875,1201.32421875,1201.50390625,1201.75390625,1201.98828125,0.9414,-20.20377974559974,37.55292928608982,57.75670903168956,321.42864156766365,1.0622477161674102,1200.32421875,-0.45114808330645784,0.3453231465930308,Fp1A2,0
1201.98828125,1202.1953125,1202.42578125,1202.6328125,1202.9296875,0.9414,-28.78344746627073,19.743636990597697,48.52708445686842,210.55819696539518,1.0622477161674102,1202.37109375,-1.9715954377823472,0.4229157468504012,Fp1A2,0
1210.57421875,1210.73828125,1210.91796875,1211.12890625,1211.375,0.8008,-16.316527652300564,17.41684043385785,33.733368086158414,187.73352674035988,1.2487512487512489,1210.93359375,-1.4353837840962673,0.3989315360360856,Fp1A2,0
1211.375,1211.78125,1212.08203125,1212.34375,1212.83984375,1.4648,-25.401190819239012,22.80201481990714,48.20320563914615,160.26000835871966,0.6826870562534134,1212.31640625,-0.3950469683388804,0.3872002441310135,Fp1A2,0
1266.9140625,1267.16796875,1267.390625,1267.68359375,1268.0703125,1.1562,-18.019081727415326,21.53481755713883,39.553899284554156,177.64558275168181,0.8649022660439372,1266.5703125,-2.5478154587210686,0.34602004984991147,Fp1A2,0
1269.49609375,1269.7265625,1269.9296875,1270.1875,1270.71484375,1.2188,-26.15697005590753,33.11309661826084,59.27006667416837,291.7910974728289,0.8204791598293403,1269.29296875,-0.4365821945216494,0.3092544729327364,Fp1A2,0
1285.59375,1285.80859375,1285.98828125,1286.20703125,1286.40625,0.8125,-20.503946710603167,29.931349910503446,50.435296621106616,280.68338989137595,1.2307692307692308,1285.109375,-0.7870872428228983,0.23418512749894801,Fp1A2,0
