Start,NegPeak,MidCrossing,PosPeak,End,Duration,ValNegPeak,ValPosPeak,PTP,Slope,Frequency,SigmaPeak,PhaseAtSigmaPeak,ndPAC,Channel,IdxChannel
34.03125,34.41796875,34.6875,34.94140625,35.67578125,1.6445,-120.35387139951325,91.67000531744102,212.02387671695428,786.6393107179753,0.6080875646093037,34.1796875,2.3531034913638424,0.40744265532357327,Fp1A2,0
49.28515625,49.55078125,49.76171875,49.984375,50.20703125,0.9219,-23.509610663556238,26.95156593038305,50.461176593939285,239.22335570460106,1.0847163466753444,50.0859375,0.4987360313306329,0.2264465490028173,Fp1A2,0
69.8203125,69.97265625,70.14453125,70.89453125,71.140625,1.3203,-15.389025733204495,70.43935685776793,85.82838259097242,499.36513507474865,0.7574036203893054,69.23828125,-1.5715661410618056,0.09011244121708799,Fp1A2,0
71.140625,71.44140625,71.76171875,72.046875,72.3125,1.1719,-97.26364126765058,76.39478504856525,173.65842631621584,542.1531358164788,0.8533151292772422,71.80859375,-1.3584899236552705,0.20422545662944275,Fp1A2,0
72.3125,72.578125,73.03125,73.48046875,73.74609375,1.4336,-73.37991302790003,108.38105451793403,181.76096754583406,401.12765251494415,0.6975446428571429,73.28125,-0.8020411218572597,0.31726532745007396,Fp1A2,0
73.74609375,74.00390625,74.671875,74.9453125,75.21875,1.4727,-93.74356527570075,49.47056782569106,143.2141331013918,214.40244487693744,0.679024920214572,73.28125,-0.8020411218572597,0.28949602812860814,Fp1A2,0
75.21875,75.3671875,75.53125,75.78125,76.47265625,1.2539,-17.321914290779628,26.263085158875306,43.58499944965493,265.66094902646813,0.7975117632985086,76.125,0.9854058027746435,0.44496120999053973,Fp1A2,0
86.17578125,86.4296875,86.7265625,87.25390625,87.54296875,1.3672,-27.500677504523022,22.832231913873535,50.332909418396554,169.54243172512523,0.7314218841427735,86.8359375,-1.2284904606294882,0.15754760998154094,Fp1A2,0
112.85546875,113.1875,113.83984375,114.10546875,114.72265625,1.8672,-27.0640914217609,19.378667287103056,46.442758708863956,71.19368999682139,0.5355612682090831,112.44921875,-0.23502585162499054,0.34707967831017034,Fp1A2,0
119.9921875,120.234375,120.51171875,121.13671875,121.44140625,1.4492,-24.126069967437946,23.720234836060737,47.84630480349868,172.51625393937553,0.690035881865857,120.125,2.442543758922045,0.23926205614665377,Fp1A2,0
143.43359375,143.6484375,143.80859375,144.09765625,144.484375,1.0508,-22.95136195877309,62.40966321302017,85.36102517179326,532.9859132677823,0.9516558812333461,142.90234375,-2.682106402139261,0.2198448512897308,Fp1A2,0
182.91015625,183.20703125,183.4765625,183.6953125,184.37890625,1.4688,-70.90995484520296,41.298280573789256,112.20823541899222,416.30881546756535,0.6808278867102396,183.85546875,0.048417843255438374,0.126039930785957,Fp1A2,0
186.37890625,186.7109375,187.265625,187.75,188.0703125,1.6914,-47.854120045182654,35.56014073194265,83.4142607771253,150.3806391474935,0.5912262031453234,186.85546875,-2.7645203758733414,0.20735337323646616,Fp1A2,0
210.765625,211.046875,211.3203125,211.58984375,212.2734375,1.5078,-20.756008184432247,15.600283185787054,36.3562913702193,132.96015129680202,0.6632179334129195,211.3671875,-1.3647234148542855,0.3295312197030267,Fp1A2,0
214.7421875,215.01953125,215.93359375,216.2265625,216.5546875,1.8125,-37.99274495859336,21.225269772611625,59.21801473120499,64.78552038969434,0.5517241379310345,214.796875,1.8175661888040986,0.4260465088238885,Fp1A2,0
242.0546875,242.3828125,242.68359375,243.2734375,243.5078125,1.4531,-20.54422702289941,35.743865665571136,56.28809268847054,187.13963283439557,0.6881838827334663,243.11328125,-0.3622275337567174,0.20449736278432565,Fp1A2,0
291.140625,292.1640625,292.44140625,293.015625,293.3125,2.1719,-15.968844829318908,25.562575338080002,41.531420167398906,149.74709243456508,0.460426354804549,292.05859375,-3.138448283645775,0.5685911927621101,Fp1A2,0
