Start,NegPeak,MidCrossing,PosPeak,End,Duration,ValNegPeak,ValPosPeak,PTP,Slope,Frequency,SigmaPeak,PhaseAtSigmaPeak,ndPAC,Channel,IdxChannel
10.47265625,10.828125,11.4453125,11.76953125,12.08203125,1.6094,-59.946031945143346,36.42468722329373,96.37071916843708,156.14496270329045,0.6213495712687959,11.2890625,-1.950558099551211,0.09292643920131727,Fp1A2,0
20.07421875,20.28125,20.46484375,20.68359375,20.921875,0.8477,-15.946138959447923,19.641048749429235,35.58718770887716,193.83659688239473,1.1796626164916835,19.28125,1.5977456003961685,0.1422422525694789,Fp1A2,0
23.578125,23.7890625,23.984375,24.26953125,24.76171875,1.1836,-18.647879221780514,28.674588825184184,47.3224680469647,242.29103640045926,0.8448800270361608,24.1328125,-0.8421535299802544,0.1416978041119039,Fp1A2,0
48.70703125,48.95703125,49.1484375,49.37109375,49.60546875,0.8984,-16.78940377572038,22.925678098919505,39.715081874639885,207.4910399981186,1.1130899376669636,48.59375,-0.3605396182922859,0.2459821606068537,Fp1A2,0
52.8359375,53.0234375,53.2109375,53.41796875,53.703125,0.8672,-15.797715008385588,15.665222184375878,31.462937192761466,167.80233169472783,1.1531365313653137,52.03515625,0.13711149874843606,0.17042706836995664,Fp1A2,0
55.484375,55.8125,56.0859375,56.3125,56.5546875,1.0703,-25.10393959587355,19.614746944924796,44.718686540798345,163.5426250634911,0.934317481080071,55.7578125,3.0398648981674086,0.1536941307837819,Fp1A2,0
72.58984375,72.859375,73.09375,73.30078125,73.484375,0.8945,-59.163658010187916,53.17489665863471,112.33855466882262,479.3111665869765,1.1179429849077698,73.6640625,2.879030916054324,0.18508535959900355,Fp1A2,0
73.484375,73.71484375,73.921875,74.109375,74.28125,0.7969,-86.15410400450865,82.8227649824557,168.97686898696435,816.1901596351486,1.254862592546116,73.6640625,2.879030916054324,0.20468956844613795,Fp1A2,0
74.28125,74.50390625,74.6953125,74.94140625,75.21484375,0.9336,-129.16519617450663,182.06069214841335,311.22588832292,1625.996477768725,1.0711225364181662,73.6640625,2.879030916054324,0.2034484245590135,Fp1A2,0
79.109375,79.3125,79.55859375,80.09375,80.4765625,1.3672,-26.028876970036727,40.593392654642116,66.62226962467884,270.71906387171083,0.7314218841427735,79.04296875,0.8863482083846871,0.32436897378661017,Fp1A2,0
