Start,Peak,End,Duration,Amplitude,RMS,AbsPower,RelPower,Frequency,Oscillations,Symmetry,Channel,IdxChannel
4.73828125,5.76953125,5.97265625,1.234375,43.61028926644734,10.2953000205906,1.6574004856052138,0.22394621621412675,10.855637911496604,11.0,0.832807570977918,Fp1A2,0
8.48046875,8.796875,8.8671875,0.38671875,30.069507324020712,8.31496867195722,1.7917852566842671,0.21418126167440776,10.828518259653833,4.0,0.81,Fp1A2,0
12.69140625,12.87890625,13.0,0.30859375,32.84331987042049,8.552542548226906,1.8748670259665112,0.2577863356982538,11.467548293613008,4.0,0.6,Fp1A2,0
18.4140625,18.73828125,19.16015625,0.74609375,32.794464535424645,7.694607175519311,1.7219861946502304,0.3185948194105539,11.245487986146273,8.0,0.4322916666666667,Fp1A2,0
21.625,21.76171875,22.0,0.375,50.00568460111488,13.605737353807587,2.084627876521639,0.21202595746184802,10.14502694963364,4.0,0.36082474226804123,Fp1A2,0
23.8984375,24.32421875,24.65234375,0.75390625,40.473283710880374,8.68674053868367,1.7047664308382109,0.30144351564666283,10.781474890156462,8.0,0.5618556701030928,Fp1A2,0
25.5390625,25.83203125,25.875,0.3359375,32.391027678972854,7.427337985771652,1.6804302301236418,0.2549322179242294,10.16787961796196,3.0,0.8620689655172413,Fp1A2,0
26.61328125,26.76953125,27.26953125,0.65625,33.337905361628984,9.041267677396815,1.8700827605870018,0.2646365466790179,10.322755484091624,7.0,0.23668639053254437,Fp1A2,0
31.18359375,31.375,31.62109375,0.4375,52.76514150170458,13.851350331610188,2.299130507978947,0.21314967187084244,10.014986449764045,4.0,0.4336283185840708,Fp1A2,0
32.671875,32.875,33.1328125,0.4609375,37.89071316298276,9.224140117932002,1.981862949822301,0.32016328244931386,10.708453970165904,5.0,0.4369747899159664,Fp1A2,0
39.95703125,40.14453125,40.33203125,0.375,39.69756610909678,9.371243078359814,1.839956009501633,0.2072189194925892,10.472085768852935,3.0,0.4948453608247423,Fp1A2,0
41.1328125,41.5,42.44921875,1.31640625,45.30030828832223,10.337137543167824,1.9574111427728753,0.22090465823966488,10.254800950103975,13.0,0.2781065088757396,Fp1A2,0
52.28515625,52.55859375,52.59375,0.30859375,82.61973039678381,20.83989932726805,2.4150876824883913,0.21288235517735205,9.989837041044526,3.0,0.875,Fp1A2,0
53.21484375,53.703125,53.875,0.66015625,44.26194666492522,9.556408419464734,2.0966974076781666,0.3427748809677924,10.027540452986743,6.0,0.7352941176470589,Fp1A2,0
55.1015625,55.44140625,55.77734375,0.67578125,58.22984034663665,13.98861302919401,2.394264524812921,0.2761027987337919,10.193709711487795,7.0,0.5,Fp1A2,0
58.81640625,59.26953125,59.296875,0.48046875,31.319872067389213,8.02625353673477,1.8211105959580383,0.23098607082947614,10.454173614337591,5.0,0.9354838709677419,Fp1A2,0
60.20703125,60.67578125,60.91796875,0.7109375,50.88705061430332,12.852160634447705,2.2290904726590686,0.4098529575228461,10.368493103447399,7.0,0.6557377049180327,Fp1A2,0
64.36328125,64.453125,64.8046875,0.44140625,36.01596673047487,8.713667586845991,1.8340402170713777,0.21530204818191886,10.740060278735049,4.0,0.20175438596491227,Fp1A2,0
66.1171875,66.73046875,66.8125,0.6953125,41.14039574769262,9.183154902429997,1.5336390036799197,0.22326924291959085,11.731009152544647,6.0,0.8770949720670391,Fp1A2,0
72.34375,73.3515625,74.51953125,2.17578125,68.94578689802171,12.58498298518002,1.9199832896487534,0.26379993343284225,10.153087122791689,22.0,0.46236559139784944,Fp1A2,0
75.34765625,75.53515625,75.72265625,0.375,25.78173942081582,6.483986839655095,1.5094367096656092,0.33235780459911907,10.72276196862385,5.0,0.4948453608247423,Fp1A2,0
84.75390625,85.12109375,85.9375,1.18359375,50.45706810186229,12.748062034358394,1.9995622282121013,0.20582818446806161,10.102491851937405,11.0,0.3092105263157895,Fp1A2,0
